"*-a₁","acd-s_a1.htm#383","imperative suffix"
"*taŋis-i","acd-s_c2.htm#7777","to cry for, cry over, mourn, bewail, weep  for the dead"
"*taŋis-taŋis","acd-s_c2.htm#7779","to weep continuously or incessantly"
"*ta(ŋ)kas","acd-s_t.htm#5537","agile, quick, swift, energetic"
"*ta(ŋ)kep₁","acd-s_t.htm#5478","to fold over, double"
"*ta(ŋ)kep₂","acd-s_t.htm#10596","seize, catch"
"*ta(ŋ)kub","acd-s_t.htm#10536","to close or cover up"
"*tapa₁","acd-s_c2.htm#1982","to smoke fish or meat for preservation"
"*tapak₂","acd-s_t.htm#10362","visible"
"*tapaŋ₁","acd-s_c2.htm#1989","a patch, as on clothing"
"*tampek","acd-s_t.htm#10643","slap, hit with open hand"
"*tapel","acd-s_c2.htm#1991","a patch, as on clothing"
"*tapi","acd-s_t.htm#10350","to winnow"
"*tapik","acd-s_t.htm#10347","pat, slap lightly"
"*tapis₁","acd-s_t.htm#5509","loincloth (?)"
"*tapis₂","acd-s_t.htm#7037","to skim over the surface"
"*tampuk₁","acd-s_t.htm#5503","clap, thud"
"*tapuk₁","acd-s_t.htm#5510","flock together"
"*tapun","acd-s_t.htm#5532","gather, assemble"
"*tapus","acd-s_t.htm#5511","end, complete, finish"
"*taq₃","acd-s_t.htm#7691","negative marker: no, not"
"*taqan₁","acd-s_t.htm#5513","snare trap; set a snare trap"
"*taqay","acd-s_t.htm#7978","feces, excrement"
"*taq(e)mis","acd-s_t.htm#10544","sweet"
"*taqen","acd-s_t.htm#8688","set a snare"
"*taq(e)pil","acd-s_t.htm#10801","in layers, adjacent to one another"
"*taqi","acd-s_c2.htm#2005","feces, excrement"
"*taqi nu haŋin","acd-s_c2.htm#7975","wind-driven fragments of cloud, light scudding clouds"
"*taqi nu lalej","acd-s_c2.htm#7977","dark mole"
"*taqih-an","acd-s_c2.htm#2001","place of sewing"
"*taqu₁","acd-s_t.htm#7845","right side"
"*taqu₂","acd-s_c2.htm#7839","to know how, be able to, be skilled at"
"*taqu-an","acd-s_c2.htm#7844","to know"
"*taqun","acd-s_t.htm#8767","year, season"
"*tara","acd-s_t.htm#5517","cockspur"
"*taris","acd-s_t.htm#10726","scratch a line"
"*taR-","acd-s_t.htm#10286","prefix marking spontaneous or involuntary action"
"*taRaq₁","acd-s_t.htm#8137","hewing with an adze"
"*taRaq₂","acd-s_t.htm#10662","unicorn fish:"
"*taRaqan","acd-s_t.htm#5516","squirrelfish:  spp."
"*taRaq-i","acd-s_t.htm#8142","Adze it!, Hew it!"
"*taRin","acd-s_t.htm#10663","snare trap"
"*ta(R)kes","acd-s_t.htm#5535","wrap around, encircle"
"*taRum","acd-s_t.htm#7996","indigo plant and dye:  (Mill.) and  L."
"*taRuq","acd-s_t.htm#8850","to store, put away for safekeeping, hide valuables; to place a bet in gambling; lay an egg"
"*taRus","acd-s_t.htm#10665","to reach, extend to"
"*taRutum","acd-s_t.htm#8671","porcupine fish"
"*taRutuŋ","acd-s_t.htm#5519","porcupine fish, puffer fish,  sp."
"*tasak","acd-s_t.htm#10485","ripe"
"*tasik","acd-s_t.htm#8768","sea, saltwater"
"*tasim","acd-s_t.htm#10624","sharp"
"*tasim-i","acd-s_t.htm#11084","to sharpen"
"*tastas","acd-s_t.htm#10504","sever, cut through, rip out stitches"
"*tata₁","acd-s_t.htm#10523","collateral consanguine of the first ascending generation"
"*ta-talih","acd-s_c2.htm#1962","cordage (?)"
"*ta-tawa","acd-s_c2.htm#2026","to laugh"
"*ta-telu","acd-s_t.htm#8437","three (of humans)"
"*tatuqu","acd-s_t.htm#10598","true, real"
"*tau nu mata","acd-s_m.htm#8615","pupil of the eye (‘person of the eye’)"
"*tau tau","acd-s_c2.htm#2022","human effigy; pupil of the eye"
"*tau₁","acd-s_c2.htm#2015","person, human being"
"*tau-mata","acd-s_c2.htm#10132","person, human being"
"*ta-umpu","acd-s_u1.htm#5803","grandparent/grandchild (referential term used reciprocally)"
"*tawa₁","acd-s_c2.htm#2024","to laugh"
"*tawan","acd-s_t.htm#7083","kind of fruit tree:"
"*taytay","acd-s_t.htm#8390","single log bridge (?)"
"*tazem","acd-s_c2.htm#2033","sharpened blade or point"
"*tazim","acd-s_t.htm#10487","sharp point; to whet,"
"*tebah","acd-s_t.htm#10955","to cut, clear vegetation"
"*tebak","acd-s_c2.htm#2049","fall with a loud smack"
"*tebaŋ","acd-s_t.htm#10317","to fell trees"
"*tebej","acd-s_c2.htm#12123","spring of water"
"*tebek","acd-s_t.htm#5543","pierce, stab"
"*te(m)bek","acd-s_t.htm#5592","tap, thump"
"*tebel₂","acd-s_t.htm#10320","thick, of objects; dense, of crowds"
"*tebiq","acd-s_c2.htm#6539","split, divide, break off; section of a betel nut"
"*tebteb","acd-s_t.htm#5548","to cut"
"*tebuh₁","acd-s_t.htm#7953","sugarcane:"
"*tebuh₂","acd-s_c2.htm#2055","sugarcane:"
"*tebuk₂","acd-s_c2.htm#2053","fall with a dull thud"
"*tebuR","acd-s_t.htm#5550","natural spring, fresh water spring"
"*tebus","acd-s_t.htm#10322","redeem, ransom"
"*teda","acd-s_t.htm#5552","leftover, remainder"
"*teduŋ₁","acd-s_t.htm#5554","take shelter, cover the head"
"*tegaŋ","acd-s_t.htm#5556","dry, dehydrated"
"*tegas","acd-s_t.htm#5555","clear, straightforward"
"*tegel","acd-s_t.htm#5557","unyielding, obstinate, inflexible, stubborn"
"*teger","acd-s_t.htm#5558","unyielding, obstinate, inflexible, stubborn"
"*tegteg","acd-s_c2.htm#2057","knock, pound, beat"
"*teguk","acd-s_t.htm#10446","to gulp, swallow all at once"
"*teguŋ","acd-s_t.htm#5559","to boom, resound"
"*tek","acd-s_t.htm#10525","thump!"
"*teka₁","acd-s_t.htm#7955","to come, arrive; reach as far as; reach a destination; to complete"
"*teka₂","acd-s_t.htm#8329","elder sibling of the same sex"
"*tekas","acd-s_t.htm#5560","come to rest in a definite place, settle down, as birds on a tree"
"*teked","acd-s_t.htm#5561","prop, support"
"*tekek","acd-s_t.htm#5562","dull throaty sound"
"*teken","acd-s_t.htm#9266","downward pressure; bamboo punting pole"
"*teken-teken","acd-s_t.htm#9269","(gloss uncertain)"
"*tekep","acd-s_t.htm#10472","a cover; to cover with a flat surface"
"*tekiq","acd-s_t.htm#5565","high-pitched sound; chirp of a gecko"
"*tektek₁","acd-s_t.htm#8913","chopping to pieces, cutting  up, as meat or vegetables"
"*tektek₂","acd-s_c2.htm#2060","pierce, penetrate"
"*tektek₂","acd-s_t.htm#5566","gecko, house lizard (onom.)"
"*tektek-en","acd-s_t.htm#8918","be chopped into pieces, be minced, as meat or vegetables; what is chopped up or minced"
"*tekub","acd-s_t.htm#10601","to cover, shut"
"*tekuk₁","acd-s_t.htm#5567","bend or pull down (as a branch)"
"*tekuŋ₁","acd-s_t.htm#5569","bow the head"
"*tekuŋ₂","acd-s_t.htm#10759","to rap, knock, make a booming sound"
"*tekuq","acd-s_t.htm#5568","bend, hook"
"*tela","acd-s_t.htm#5570","split, crack"
"*telaq₁","acd-s_c2.htm#2064","split, crack, fissure"
"*telaq₂","acd-s_t.htm#10667","sexual heat, sexual excitement"
"*teleb","acd-s_t.htm#5572","sink, vanish from sight"
"*telem","acd-s_t.htm#5573","sink, disappear under water"
"*telen","acd-s_t.htm#10400","to swallow"
"*teli","acd-s_t.htm#5575","female genitalia"
"*telu","acd-s_t.htm#8414","three"
"*telu-ŋa-puluq","acd-s_t.htm#8416","thirty"
"*telu-telu","acd-s_t.htm#8446","three each, three by three"
"*temu₁","acd-s_t.htm#5578","all around, surrounding"
"*teneb","acd-s_t.htm#12109","to immerse, put under water"
"*tenun","acd-s_t.htm#8734","to weave (cloth)"
"*tenun-an","acd-s_t.htm#8738","loom"
"*tenun-en","acd-s_t.htm#8742","to be woven by someone"
"*teñeb","acd-f_t.htm#5589","submerge"
"*teñej","acd-s_t.htm#5590","sink, set (sun)"
"*teñen","acd-s_t.htm#10803","to swallow"
"*teŋ","acd-s_t.htm#5599","buzz, hum"
"*teŋaq","acd-s_t.htm#10369","middle, center; half"
"*teŋeR","acd-s_t.htm#6542","kind of mangrove,  spp., with bark used for dyeing"
"*teŋiC","acd-s_t.htm#5591","grimace at pain"
"*teŋteŋ₁","acd-s_t.htm#5597","drone, droning tone"
"*teŋuq","acd-s_t.htm#5598","nape of the neck"
"*tempak","acd-s_t.htm#5576","split, break off"
"*tepak₁","acd-s_t.htm#9143","to slap"
"*tepeŋ₁","acd-s_t.htm#6545","taste, test, try"
"*tepeŋ₃","acd-s_t.htm#12110","to measure quantities, as amounts of grain"
"*tepik","acd-s_t.htm#12779","pat, light slap"
"*tepiR","acd-s_t.htm#5583","mat"
"*teptep","acd-s_t.htm#10228","firefly"
"*t-empu","acd-s_e1.htm#2349","grandparent/grandchild (ref.)"
"*tepuk","acd-s_t.htm#5593","hit, sound of hitting, clapping, thumping"
"*te(m)pus","acd-s_t.htm#5594","end, conclude, finish"
"*teriŋ","acd-s_t.htm#6547","bamboo sp."
"*terter","acd-s_t.htm#5586","shiver, tremble"
"*teRab","acd-s_c2.htm#2073","a belch"
"*teRas","acd-s_t.htm#8705","heartwood of a tree, hard, durable core of wood; ironwood tree"
"*teReb","acd-s_t.htm#10448","soaked, saturated, full of liquid; crowded or filled to overflowing"
"*teRi","acd-s_t.htm#6548","k.o. small fish"
"*teRteR","acd-s_t.htm#12746","to tremble, shiver"
"*tesek","acd-s_c2.htm#2078","pierce, penetrate"
"*tetas","acd-s_t.htm#5587","rip or tear open"
"*tenzeg, te(n)dek","acd-s_t.htm#5580","upright, erect"
"*ti","acd-s_t.htm#12310","1p deixis and spatial reference: this; here"
"*tian","acd-s_t.htm#7813","abdomen, belly"
"*tian-an","acd-s_t.htm#7814","pregnant (lit. ‘in the belly')"
"*timba","acd-s_t.htm#10323","vessel for fetching water from a well, objects from a pit, etc"
"*tibuk","acd-s_t.htm#5600","pound, throb"
"*tida","acd-s_t.htm#10509","leftover, remainder"
"*tidaq","acd-s_t.htm#10511","leftover, remainder"
"*tindaw","acd-s_t.htm#8496","see in the distance"
"*tidem","acd-s_t.htm#5601","dark, obscure; black"
"*tindes","acd-s_t.htm#10376","crush lice with the fingernails"
"*tidu","acd-s_c2.htm#2084","spoon, ladle"
"*tiduR","acd-s_t.htm#8354","to sleep"
"*tik₁","acd-s_t.htm#2091","sound of tapping or flicking (of finger, small implement, etc.)"
"*tikas","acd-s_t.htm#10648","lift off a cover, be lifted off"
"*tiked","acd-s_t.htm#5604","heel"
"*tikek","acd-s_t.htm#5605","cry of the gecko"
"*tikel","acd-s_t.htm#5606","bend"
"*tiktik₁","acd-s_t.htm#2086","to tap, strike lightly on a hard surface"
"*tiktik₂","acd-s_t.htm#5631","drip, leak"
"*tiktik₅","acd-s_t.htm#12351","to tattoo"
"*tiŋkuq","acd-s_t.htm#5639","graze, strike lightly against"
"*tikuRas","acd-s_t.htm#6707","a bird: the Formosan bamboo partridge"
"*tila","acd-s_t.htm#5612","vulva, vagina"
"*tilen","acd-s_t.htm#5614","to swallow"
"*tilu","acd-s_t.htm#5617","earwax"
"*timid","acd-s_t.htm#5620","chin, jaw"
"*timuR","acd-s_t.htm#7785","southeast monsoon"
"*timus","acd-s_t.htm#7345","salt"
"*t-ina","acd-s_i1.htm#2902","mother (ref.)"
"*tina","acd-s_t.htm#10815","female, of animals"
"*t<in>alih","acd-s_c2.htm#1966","was made into rope; what was made into rope"
"*t<in>anek","acd-s_t.htm#7336","boiled foods other than rice"
"*t<in>apa","acd-s_c2.htm#1987","smoked fish or meat"
"*t<in>aqay","acd-s_t.htm#7980","intestines"
"*t<in>aqi","acd-s_c2.htm#2007","small intestine"
"*t<in>ektek","acd-s_t.htm#8916","was chopped up"
"*t<in>enun","acd-s_t.htm#8736","was woven by someone; what was woven"
"*t<in>uduq","acd-s_t.htm#7363","dripped; what dripped"
"*t<in>uduR","acd-s_t.htm#8367","(gloss uncertain)"
"*tinun","acd-s_t.htm#8741","to weave cloth"
"*t<in>unuh","acd-s_c2.htm#2126","be roasted (by someone)"
"*tiŋ","acd-s_t.htm#10566","ringing sound"
"*tiŋah","acd-s_c2.htm#2099","food particles caught between the teeth"
"*tiŋi","acd-s_t.htm#5637","listen"
"*ti(ŋ)kas","acd-s_t.htm#9104","swift, energetic"
"*tiŋtiŋ","acd-s_t.htm#10408","tinkling sound"
"*timpaŋ","acd-s_t.htm#10550","lame, limping; to limp"
"*tipis","acd-s_t.htm#10629","thin (of materials)"
"*ti-pitu","acd-s_p.htm#8324","(gloss uncertain)"
"*t-impu","acd-s_i1.htm#2881","grandparent"
"*tiqaw₁","acd-s_t.htm#5624","goatfish spp."
"*tiqaw₂","acd-s_c2.htm#2095","goatfish, family"
"*tirtir₁","acd-s_t.htm#5627","shiver, tremble"
"*tiRem","acd-s_t.htm#8502","oyster"
"*tiR(e)peS","acd-s_t.htm#10568","spittle"
"*tiRis","acd-s_t.htm#7359","drip, ooze through"
"*titey","acd-s_t.htm#5630","suspension bridge"
"*titi","acd-s_t.htm#7633","breast; suck the breast"
"*titik","acd-s_t.htm#5687","to beat on something loudly"
"*titiq","acd-s_t.htm#7634","breast; suck the breast"
"*titis","acd-s_t.htm#6537","drip, ooze"
"*titu","acd-s_t.htm#7322","puppy"
"*tiup","acd-s_t.htm#5632","blowing on, fanning"
"*ti(n)zeg","acd-s_t.htm#5643","stand erect"
"*tuak","acd-s_t.htm#10495","palm wine"
"*tuay","acd-s_t.htm#8500","kind of edible marine clam"
"*tubah","acd-s_t.htm#8455","a plant with roots that are pounded  and put in rivers to stun fish:"
"*tu(m)bak","acd-s_t.htm#5695","clash together"
"*tumbak","acd-s_t.htm#10307","spear, lance"
"*tumbuk","acd-s_t.htm#10308","punch, hit, pound"
"*tubuq, tumbuq","acd-s_c2.htm#2107","grow, germinate, sprout"
"*tubuR","acd-s_t.htm#10333","natural spring, fresh water spring"
"*tu(n)daŋ","acd-s_t.htm#5698","to sit"
"*tudaq","acd-s_t.htm#5652","throw"
"*tudiŋ","acd-s_t.htm#10553","to point out"
"*tudiq","acd-s_t.htm#5653","tree sp.:"
"*tuduk","acd-s_t.htm#5654","skewer, spit for roasting"
"*tuduŋ","acd-s_t.htm#10379","head cover, protection from sun or rain"
"*tuduq","acd-s_t.htm#7361","to leak, drip, as a leaky roof; a drop of water"
"*tuduq-an","acd-s_t.htm#7366","to drip"
"*tuduq-en","acd-s_t.htm#7365","to drip"
"*tuduR","acd-s_t.htm#8357","to sleep"
"*tugtug₁","acd-s_c2.htm#7932","knock or bump the head"
"*tugtug₂","acd-s_c2.htm#2114","beat, pound; sound of rhythmic pounding"
"*tuhud","acd-s_t.htm#7351","knee"
"*tuhuR","acd-s_c2.htm#2150","stringing of beads, skewering of fish, etc."
"*tui₁","acd-s_t.htm#5661","a tree:"
"*tuiq","acd-s_t.htm#5660","bird sp."
"*tuk","acd-s_t.htm#10572","sound of a knock"
"*tukad₂","acd-s_t.htm#10733","sloping upward; to climb a mountain"
"*tukaŋ","acd-s_t.htm#10517","to prop half-open"
"*tuked","acd-s_t.htm#8931","prop, support"
"*tukik","acd-s_t.htm#5663","poke, prod, peck"
"*tuktuk₁","acd-s_t.htm#5665","beak of a bird; to peck"
"*tuktuk₂","acd-s_t.htm#5666","top, summit, crown"
"*tuktuk₃","acd-s_t.htm#10573","to knock, pound, beat; crush"
"*tuktuk-i","acd-s_t.htm#10576","to hammer, pound (something)"
"*tuku₁","acd-s_t.htm#5667","prop, post"
"*tukud","acd-s_t.htm#7957","prop, support"
"*tukul","acd-s_t.htm#10497","to sprout, begin to grow"
"*tulak","acd-s_t.htm#8384","push something away, shove, repel; push off, as a boat leaving shore or being poled through shallow water"
"*tulali","acd-s_t.htm#8387","bamboo nose flute"
"*tuli₁","acd-s_c2.htm#8577","earwax; deaf"
"*tultul","acd-s_t.htm#5670","blunt, dull"
"*tuluŋ","acd-s_t.htm#7367","to help, assist"
"*tulus","acd-s_t.htm#10530","straightaway, immediately; get done at once; continue on, lasting"
"*tuluy₁","acd-s_t.htm#5671","continue"
"*tuluy₂","acd-s_t.htm#5672","stop and visit when passing by"
"*tumah","acd-s_c2.htm#2120","clothes louse; body louse"
"*t<um>akut","acd-s_t.htm#7434","become afraid"
"*t<um>alih","acd-s_c2.htm#1968","to twist into rope (?)"
"*t<um>anek","acd-s_t.htm#7338","to cook anything but rice"
"*t<um>anem","acd-s_c2.htm#7449","to plant"
"*t<um>aqi","acd-s_c2.htm#2009","to defecate"
"*t<um>aRaq","acd-s_t.htm#8140","to adze wood, hew wood with an adze"
"*t<um>azem","acd-s_c2.htm#7165","sharpen"
"*t<um>ebek","acd-s_t.htm#5546","to pierce, to stab"
"*t<um>enun","acd-s_t.htm#8737","to weave"
"*t<um>əktək","acd-s_t.htm#8917","to chop, hack, cut off"
"*t<um>uba","acd-s_t.htm#8460","to stun fish with plant poison"
"*t<um>ubuq","acd-s_c2.htm#2109","to sprout, to grow"
"*t<um>ugtug","acd-s_c2.htm#7934","knock or bump the head"
"*t<um>ukad","acd-s_t.htm#12725","to climb, as a mountain or steps"
"*t<um>unuh","acd-s_c2.htm#2128","to roast (intr.)"
"*tuna","acd-s_t.htm#8374","freshwater eel"
"*tunu","acd-s_c2.htm#2123","roast food over a fire"
"*tunuh-an","acd-s_c2.htm#2130","to roast"
"*tuŋ","acd-s_t.htm#10578","booming sound"
"*tuŋtuŋ₂","acd-s_t.htm#5700","peak, top"
"*tumpel","acd-s_t.htm#5679","dull, blunt"
"*tumpul","acd-s_t.htm#5680","dull, blunt"
"*tu(m)pus","acd-s_t.htm#5697","to complete, finish"
"*tuqah","acd-s_t.htm#8506","old, of people; mature, as fruit"
"*tuqah tuqah","acd-s_t.htm#8513","older people, elders"
"*tuqan","acd-s_t.htm#5649","primary forest"
"*tuqed","acd-s_t.htm#5682","tree stump; stubble"
"*tuqelan","acd-s_c2.htm#2144","condylar bone; bone of fauna exclusive of fish"
"*tuqtuq","acd-s_t.htm#5683","to hammer, pound, crush"
"*tuqu₁","acd-s_t.htm#7847","right side"
"*tuqu₂","acd-s_t.htm#9753","true, real; truly, really"
"*tuquD","acd-s_t.htm#10475","to stand"
"*tuquR","acd-s_t.htm#5684","evaporate, dry up"
"*tuquR₂","acd-s_c2.htm#12727","a tree:"
"*tuqu-tuqu","acd-s_t.htm#9757","true, truly"
"*turik","acd-s_t.htm#5686","mark with a line or spot"
"*turiŋ","acd-s_t.htm#5688","fish sp."
"*turis","acd-s_t.htm#10674","scratch a line, make a long shallow cut"
"*turis₂","acd-s_c2.htm#2147","scratch a line"
"*turus","acd-s_t.htm#10417","stake, free-standing post"
"*tuRa","acd-s_t.htm#5685","to string, put on a string"
"*tuRaŋ","acd-s_t.htm#10419","kinsman, relative (undefined)"
"*tuRtuR","acd-s_t.htm#5689","resonant sound"
"*tuRun₁","acd-s_t.htm#8268","to descend, go down; to lower"
"*tusiq","acd-s_t.htm#8819","to point at, indicate"
"*tusuk","acd-s_t.htm#8896","pierce, skewer or string together"
"*tutub","acd-s_t.htm#5690","to cover"
"*tutuh","acd-s_t.htm#9026","beat, pound, bump, thump"
"*tutuk₁","acd-s_t.htm#5692","bow, lower the head"
"*tutuŋ","acd-s_t.htm#10382","to ignite, set fire to"
"*tutuŋ-an","acd-s_t.htm#11789","flaming, on fire"
"*tutup₁","acd-s_t.htm#10384","to cover"
"*tutur₁","acd-s_t.htm#10533","to speak clearly and deliberately"
"*tutur₂","acd-s_t.htm#10820","cooing of a dove"
"*tuzu","acd-s_t.htm#10579","direction, goal, destination"
"*tuzuk","acd-s_t.htm#8818","point at, point out"
"*tuzuq₁","acd-s_t.htm#8820","to point at, point out; give directions"
"*tuzuq₂","acd-s_c2.htm#10561","to point out, instruct"
"*tuzuq-en","acd-s_t.htm#8833","be pointed at, be pointed out"
"*tuzuq-i","acd-s_t.htm#8834","to point, indicate; teach, instruct"
"*tuzu-tuzuq","acd-s_t.htm#8836","keep pointing at"
"*ua₁","acd-s_u1.htm#5709","exclamation of surprise, etc."
"*ua₂","acd-s_u1.htm#11831","parents’ elder sibling: FeB, FeZ, MeB, Me"
"*uak₁","acd-s_u1.htm#5707","harsh cry, bellow, loud cry"
"*uak₂","acd-s_u1.htm#5708","sound of retching"
"*uaq","acd-s_u1.htm#11832","parents’ elder sibling: FeB, FeZ, MeB, MeZ"
"*uaʔ","acd-s_u1.htm#5710","parents' elder sibling"
"*umbaw","acd-s_u1.htm#5793","top part; high"
"*ubeŋ","acd-s_u1.htm#5715","to block, to dam up"
"*ubet","acd-s_u1.htm#5714","buttocks, posterior"
"*ubuŋ","acd-s_u1.htm#5718","ridge of the roof"
"*ubut","acd-s_u1.htm#11901","pluck, pull out"
"*udehi","acd-s_u1.htm#5725","last; come after or behind; late, later; future; stern of a boat; youngest child"
"*udu","acd-s_u1.htm#5739","grass"
"*uduŋ","acd-s_u1.htm#5740","hut, temporary shelter"
"*uduq₁","acd-s_u1.htm#5737","stammer"
"*uduq₂","acd-s_u1.htm#6551","carved wooden figure, charm used to provide magical protection"
"*ujan","acd-s_u1.htm#5748","cargo; load a canoe"
"*ujuŋ","acd-s_u1.htm#5749","nose"
"*u(ŋ)kaq","acd-s_u1.htm#5910","open"
"*ukir","acd-s_u1.htm#5753","carving, sculpture"
"*ukuk","acd-s_u1.htm#5758","cough; to cough; sound of coughing"
"*ukup","acd-s_u1.htm#5759","brood, sit on eggs; cover completely"
"*ulaŋ","acd-s_u1.htm#5767","repeat, do again"
"*ulaw","acd-s_u1.htm#5764","confusion, perplexity"
"*ulay₂","acd-s_u1.htm#12567","to stir, mix together"
"*uliq uliq","acd-s_u1.htm#5782","repeatedly"
"*uliq₁","acd-s_u1.htm#5770","return home; return something; restore, repair; repeat; motion to and fro"
"*<um>","acd-s_u1.htm#5806","verbal infix marking actor voice  for intransitive verbs, and of inchoatives"
"*um-ai","acd-s_a1.htm#7829","to come"
"*um-a(ŋ)kit","acd-s_a1.htm#418","to bite"
"*um-ala","acd-s_a1.htm#7787","to fetch, get, take"
"*um-alaq","acd-s_a1.htm#113","fetch, get, take"
"*uman","acd-s_u1.htm#11906","again"
"*um-aŋay","acd-s_a1.htm#9147","to leave, depart (?)"
"*um-aRi","acd-s_a1.htm#299","to come"
"*umel","acd-s_u1.htm#5796","speechless, dumb, mute"
"*um-inum","acd-s_i1.htm#2927","to drink"
"*um-uliq","acd-s_u1.htm#5778","return home"
"*um-unah","acd-s_u1.htm#5808","go first"
"*umuR","acd-s_u1.htm#5804","hold in the mouth"
"*um-utaq","acd-s_u1.htm#5870","to vomit"
"*unah","acd-s_u1.htm#5807","precede, go or be first; earlier, former"
"*unay","acd-s_u1.htm#11907","sliver, splinter"
"*u(n)sek","acd-s_u1.htm#5906","press into"
"*unuq","acd-s_u1.htm#11908","beads, necklace"
"*uŋap","acd-s_u1.htm#5897","open the mouth wide"
"*umpaŋ","acd-s_u1.htm#5797","plug, obstruct"
"*upaq","acd-s_u1.htm#5824","compensation, reward"
"*upas₁","acd-s_u1.htm#5827","poison, venom of a snake"
"*umpu","acd-s_u1.htm#5802","grandparent/grandchild (recipr.); ancestor"
"*upun₁","acd-s_u1.htm#5836","gather in masses, as smoke"
"*upus","acd-s_u1.htm#5837","end, finish; used up, finished"
"*uRat","acd-s_h.htm#5842","artery, blood vessel, blood vein; muscle; nerve; sinew; tendon; fiber; vein of a leaf; grain of wood; strand (of thread, rope); fishing line; root"
